model,fold,train_end,horizon_days,rmse,mae,mape_pct,mase,nmae,nrmse,pcc,n_samples,best_val_loss,n_params,n_epochs,train_time_s
cmat_ntl,5,2019-01-01,150,3030.1618889864094,2665.412377780257,23.90383203081109,3.831079799176535,0.2156061938557544,0.2451109168312657,0.3047350500341134,3431,0.0299568320780327,1637544,6,99.3303587436676
cmat_ntl,8,2022-01-01,120,2798.008943552996,2340.0982019038584,21.60077243411321,3.0073068569148376,0.1933507848964059,0.2311856933794447,0.050757433904814,2783,0.0464488060268409,2427232,8,138.86676120758057
cmat_ntl,4,2018-01-01,165,2450.717920313312,2086.353199590203,17.353078559717463,2.715955807580506,0.1583959237871131,0.1860584914413849,0.2421138920816427,3912,0.0362037679712687,425520,8,96.97814083099364
cmat_ntl,6,2020-01-01,135,2097.9470564181547,1636.2191286267982,12.570178262484436,2.163016606825888,0.1316557898417203,0.168807998834882,0.1443647672908529,3215,0.0384278956708926,1637400,6,97.37980842590332
cmat_ntl,7,2021-01-01,105,2928.884844986,2438.4317204266404,22.533106638781742,3.1715050260546023,0.1981170749649281,0.2379652846281902,0.0164919491108451,2423,0.0307523508494328,2427232,6,141.81517720222473
cmat_ntl,0,2014-01-01,180,2079.2175212286684,1777.6483187225283,13.90307066838685,2.4335292567710445,0.137672955279691,0.161028487919688,0.1802976646817344,4152,0.0376945605363558,2427304,6,37.663742542266846
cmat_ntl,5,2019-01-01,165,2153.4119299428053,1864.963959200612,16.111306441466752,2.6522122602889304,0.1517620940018878,0.1752346484362341,0.2691977486328412,3911,0.0310587639998876,425520,7,99.19650506973268
cmat_ntl,9,2023-01-01,120,2020.14900721534,1703.9745721793029,13.073843104024252,2.222499837005296,0.1259439743236188,0.1493130231217092,0.2325186690960019,2783,0.0230122108135701,2427232,6,113.36427211761476
cmat_ntl,1,2015-01-01,180,2062.07388357454,1754.8583368143366,14.230793559194105,2.363048522818733,0.1358965527172491,0.1596873812246066,0.1192164556354121,4152,0.0307265699806588,2427304,6,47.9940459728241
cmat_ntl,6,2020-01-01,150,1973.1011261831447,1670.4813168024536,14.535324578875208,2.142794676639043,0.1368052720339786,0.1615885395442323,0.3311629380521526,3431,0.0444364885385665,1637544,8,151.72364282608032
cmat_ntl,7,2021-01-01,135,2270.246095141074,1905.6039621403577,17.94477530974143,2.366870339115511,0.1606676960794588,0.1914118656795897,0.1916047917557577,3215,0.0338625284867026,1637400,6,109.40722823143004
cmat_ntl,2,2016-01-01,180,2105.8317183400786,1754.7458736000722,14.253945736580889,2.21097944723647,0.133131423180989,0.1597680768823269,0.1591074603102145,4152,0.0388309123132515,2427304,6,63.9082727432251
cmat_ntl,6,2020-01-01,165,2641.9854842040554,2288.0299309789298,20.79151398986985,2.9552052119245125,0.1883490855968247,0.2174864687618025,0.1309541587298253,3911,0.0360737895258726,425520,7,114.05822205543518
cmat_ntl,7,2021-01-01,150,2809.804145999597,2380.535083384946,23.37348223138614,2.81207344456969,0.2039548989287838,0.2407329867166492,0.2835055621859754,3431,0.0334411955206589,1637544,6,127.36641216278076
cmat_ntl,8,2022-01-01,135,2059.0786109659325,1697.1960044469286,15.41036104260435,2.242122850254784,0.1402554689071714,0.1701612750330893,0.1029849192040656,3215,0.0534201577039701,1637400,6,120.93357181549072
cmat_ntl,8,2022-01-01,105,2077.820570073226,1753.4770207548752,15.764021441858423,2.272421916982672,0.1445396751648136,0.1712754183227679,0.0838252339492288,2423,0.0460790888650336,2427232,8,209.05883502960205
cmat_ntl,3,2017-01-01,180,1973.907652636165,1650.544406310212,12.110885236776442,2.128423414197041,0.1230781355908247,0.1471907528122936,0.2354259750888032,4152,0.0449018669418162,2427304,9,119.99502086639404
cmat_ntl,10,2024-01-01,120,2466.6295797361818,2128.926072394711,16.670029141123685,2.848995113808084,0.15473546960363,0.1792805731057431,0.2052793653248298,2784,0.0222178581204977,2427232,10,207.0615715980529
cmat_ntl,7,2021-01-01,165,2559.5382935535217,2159.790122211391,21.15130725183263,2.59819974012774,0.1861056996146615,0.2205513674285026,0.1940313727985504,3911,0.032063982333483,425520,6,109.57300543785097
cmat_ntl,4,2018-01-01,180,1976.749005607468,1651.53008456956,13.171356314610184,2.136568294519497,0.1264842758335251,0.1513915300816736,0.2683140138874909,4152,0.0348509693725241,2427304,6,96.31829833984376
cmat_ntl,9,2023-01-01,135,2426.664315377612,1898.1697885278968,13.163692223670948,2.5374023958017844,0.1420520570654062,0.1816026468706697,0.1744402548147152,3215,0.0240357393798019,1637400,7,153.350834608078
cmat_ntl,8,2022-01-01,165,2391.987917288212,1971.883772332844,18.14076371557445,2.7017949137014377,0.1638263678020613,0.1987291025029033,0.1669396615212499,3911,0.0353081841618777,425520,7,142.5195107460022
cmat_ntl,9,2023-01-01,105,2498.7006243891474,1983.8876630694128,13.495084436016649,2.608958985498643,0.1449915893286376,0.1826164764924825,0.1656725091688295,2423,0.0198326622723598,2427232,7,201.48702144622803
cmat_ntl,5,2019-01-01,180,2835.370691112252,2512.8195000310543,22.653202372539383,3.5804789975093576,0.2065360026047502,0.2330474307596528,0.2910785412783213,4151,0.0321537669817054,2427304,6,112.75421476364136
cmat_ntl,8,2022-01-01,150,1891.94400261064,1562.5719300472713,14.085939401148313,2.0611041977001827,0.1299914237188063,0.1573921108951279,0.1670222058595821,3431,0.0524529619125102,1637544,11,257.3908126354217
cmat_ntl,9,2023-01-01,165,2348.846888426054,2010.7385127185344,16.547838417172187,2.74162378018663,0.1533949322955554,0.1791884957411049,0.1493810820744499,3911,0.0255596695600875,425520,7,156.98185181617737
cmat_ntl,10,2024-01-01,135,2305.7377828313824,1750.1719906935052,12.124551615613468,2.428606749475225,0.1288057381365121,0.1696931836677137,0.1910052902032842,3216,0.0247115921110159,1637400,9,217.63691186904907
cmat_ntl,10,2024-01-01,105,2446.677637762029,1901.672774211015,12.805188264819714,2.5287770920552672,0.1358505426941711,0.1747842685635368,-0.0660649845259833,2424,0.0217136731354163,2427232,6,188.21418642997745
cmat_ntl,9,2023-01-01,150,2023.728644315695,1641.8758772269382,12.38207363812517,2.213635729394132,0.1244648590337926,0.1534117797399043,0.0696179736365187,3431,0.0218441626559042,1637544,6,154.48670268058777
cmat_ntl,10,2024-01-01,150,2091.3970988236206,1635.3507888189283,12.040563594746615,2.3064594036894417,0.1222421736853302,0.1563315523173053,0.1813686423591931,3432,0.0224514581194078,1637544,6,168.58562636375427
cmat_ntl,10,2024-01-01,165,2050.8831812370327,1623.4800176639983,12.22496462081726,2.327510533265029,0.1220843990025285,0.1542247751013198,0.2487115659196188,3912,0.0242837204260158,425520,10,245.8158729076385
cmat_ntl,6,2020-01-01,180,2530.24965005374,2195.263835498035,20.029415416179308,2.778135428214428,0.1822571686111485,0.2100686621995586,0.2020651059953541,4151,0.0381346763525572,2427304,17,363.5281054973602
cmat_ntl,7,2021-01-01,180,2755.9320849790915,2353.173127992502,23.33811676120377,2.799681096987656,0.205339423504129,0.2404844330467563,0.2633485469793223,4151,0.0381116368152477,2427304,6,145.42707657814026
cmat_ntl,8,2022-01-01,180,1712.918414758867,1439.9748516923632,12.720090907788975,1.981618963853169,0.11944637526328,0.1420871312608045,0.1641823240358853,4151,0.05283456194318,2427304,9,240.88163542747492
cmat_ntl,9,2023-01-01,180,2093.639421894138,1754.228375175033,14.319349751322935,2.410606371306121,0.1351104070751746,0.1612517951276019,0.1549356296215487,4151,0.0309006542933207,2427304,9,265.0323238372803
cmat_ntl,10,2024-01-01,180,2202.6461115726147,1875.6867243007887,15.074507641605528,2.7297787573315837,0.14237806280397383,0.1671966231596165,0.3174880319132231,4152,0.021647591233529426,2427304,6,193.4887888431549
